-0.938501,0.091626,0.177539,7.236641,1.241985,-1.919084,0.938519,0.09203,0.177894,8.850793,1.565881,2.006954,2
-0.948193,0.119409,0.153418,2.766412,2.554198,-5.610687,0.951125,0.13482,0.156426,12.34764,3.698471,6.488856,2
-0.864526,0.124268,0.151221,-0.452672,9.722901,6.106107,0.869787,0.133979,0.167458,22.030846,18.396632,20.362507,2
-0.832446,0.028125,0.123315,31.132824,-22.141985,2.351145,0.84403,0.157933,0.14672,36.183825,29.464947,14.627029,2
-0.503546,0.064227,0.024432,3.794656,20.327481,-10.898473,0.718177,0.095156,0.041505,6.969586,32.344194,15.707703,2
-1.353589,0.146899,-0.082764,-4.500763,-23.683969,35.251908,1.35965,0.162877,0.129216,23.322866,55.737154,41.438554,2
-0.753149,0.167529,0.003833,-23.038931,16.153435,1.926718,0.773279,0.177478,0.126899,31.349814,42.566116,21.776557,2
-0.927002,0.22605,0.080542,-45.042748,10.545802,-17.796183,0.953741,0.386417,0.247152,65.518875,38.702885,21.960439,2
-0.786011,0.097485,0.163159,-0.338931,7.473282,-14.09542,0.7887,0.146938,0.17809,48.705549,19.434384,16.935031,2
-0.818774,0.236035,0.172607,3.974809,-1.570992,4.457252,0.846462,0.457089,0.243631,45.265291,17.571027,16.982799,2
-1.010669,0.131323,0.028979,13.021374,20.185496,-16.441985,1.025792,0.157673,0.111916,18.483318,28.711346,17.552946,2
-1.351343,0.080273,-0.053003,-2.648855,-22.432824,26.81374,1.35708,0.09771,0.072188,14.304326,42.340352,37.488243,2
-0.770483,0.135596,0.05144,-30.499237,23.08626,13.806107,0.7938,0.164552,0.123515,34.094411,42.645336,29.064449,2
-0.882349,0.239624,0.015991,-27.352672,8.376336,-14.412214,0.917328,0.435852,0.262949,58.5456,23.759092,18.359637,2
-0.785498,0.090674,0.119751,-1.614504,-4.89771,-25.270992,0.791729,0.142478,0.123357,18.299311,15.023543,26.178152,2
-0.916089,0.175073,0.271021,11.89084,-1.899237,10.745038,0.948763,0.449899,0.370973,55.703881,23.965785,40.370136,2
-0.887109,0.190674,0.062988,3.674809,24.680153,-21.139695,0.944088,0.228458,0.124183,13.279023,36.114284,24.922826,2
-1.160571,0.015381,-0.106421,-1.641221,10.266412,-6.862595,1.163888,0.081817,0.120832,10.843286,23.765386,14.026527,2
-1.191577,0.031738,-0.002637,-8.873282,-42.520611,47.128244,1.206939,0.084049,0.040494,12.543565,47.264859,49.045661,2
-0.724756,0.054272,-0.072388,-27.176336,32.582443,-9.487786,0.725828,0.183933,0.167573,36.974879,36.280206,21.989451,2
-0.909399,0.394971,0.271777,-6.481679,-2.318321,-11.577863,0.950535,0.520464,0.354449,52.475677,31.785374,26.954528,2
-0.884033,0.255933,0.145874,32.580153,-4.440458,-20.727481,0.911633,0.55354,0.205723,73.109718,13.644159,23.761625,2
-0.79375,0.153906,0.107886,-9.059542,6.636641,-0.242748,0.835503,0.245873,0.177247,28.852315,26.327419,21.256837,2
-1.125952,0.018872,-0.011108,11.18626,19.616031,-11.284733,1.129083,0.106809,0.061106,16.528662,24.907206,13.150818,2
-1.229297,0.011157,-0.028149,-0.006107,-25.712977,40.901527,1.231306,0.082795,0.059738,14.458289,30.632574,44.03945,2
-0.692822,0.073267,-0.130811,-16.451908,28.953435,8.656489,0.704256,0.128454,0.207259,24.476801,46.08962,24.652168,2
-0.876562,0.44397,0.112866,-29.396183,-9.761832,-13.751145,0.915,0.486832,0.302272,49.693818,53.564033,20.422476,2
-0.927979,0.059888,0.256348,11.31145,-23.398473,-24.632824,0.957418,0.456481,0.357748,63.301012,25.640111,47.529486,2
-0.739722,0.29978,0.112598,13.666412,31.835878,18.242748,0.786349,0.322127,0.27198,33.7032,43.271357,37.515028,2
-0.913232,0.322876,-0.03645,-18.118321,53.312214,-16.612214,0.936021,0.346209,0.142475,23.589864,60.345606,19.738721,2
-1.023145,0.174463,-0.321484,3.174046,10.803053,-7.705344,1.025947,0.186671,0.32539,8.466416,12.818879,10.300288,2
-1.109839,0.091846,-0.400195,-12.587786,-32.329008,16.935115,1.120755,0.105185,0.404478,13.758998,43.031329,23.101753,2
-0.813428,0.162476,-0.007788,-5.347328,-48.717557,16.452672,0.827328,0.175667,0.12262,13.996434,52.998172,29.544779,2
-0.903857,0.301001,0.226953,-3.535878,-1.836641,-21.173282,0.923423,0.516799,0.256409,71.763282,32.634242,27.859148,2
-0.814771,0.125562,0.071606,-33.794656,21.572519,-14.666412,0.822913,0.24776,0.220019,42.845489,30.575223,25.672068,2
-0.897266,0.269849,0.37041,59.943511,-1.270229,-8.830534,0.986606,0.408374,0.463617,64.369215,30.277737,38.160269,2
-0.885376,0.118604,0.102563,28.245038,4.379389,-16.49542,0.921536,0.223821,0.127107,43.263298,26.286734,17.87321,2
-1.095557,0.104883,-0.081274,16.199237,37.183206,-1.967939,1.098469,0.151687,0.10634,17.772506,39.463722,7.444212,2
-1.162451,-0.021924,-0.210718,-11.387023,-12.446565,17.749618,1.16774,0.076687,0.215463,16.704289,23.983708,27.956487,2
-0.907715,0.109424,-0.003613,-51.258779,-3.112977,40.971756,0.950702,0.146796,0.121731,53.022086,42.092342,46.653041,2
-0.861646,0.207861,0.047681,-32.333588,8.537405,-21.248092,0.883842,0.360085,0.310515,40.538094,26.015566,27.288777,2
-0.844751,0.134644,0.161743,5.333588,-9.889313,-24.930534,0.865914,0.284497,0.193756,29.426727,25.09341,28.949758,2
-0.955347,0.194995,0.21853,22.545038,2.819847,12.449618,1.037685,0.597147,0.34422,76.046196,43.115314,30.652462,2
-0.752075,0.257495,0.038599,-9.999237,13.629008,-15.671756,0.79283,0.284007,0.119025,16.229903,28.181649,18.581981,2
-1.125806,0.105786,-0.024585,0.332824,9.048092,-11.644275,1.131518,0.123796,0.038102,8.951787,16.815744,12.551263,2
-1.18457,0.075073,-0.011304,-1.5,-18.151145,23.076336,1.205139,0.095785,0.065617,9.025911,25.886449,31.058665,2
-0.802686,0.193701,0.091431,-6.69771,3.59084,33.871756,0.831193,0.214258,0.132419,20.515006,38.007375,42.007516,2
-0.858154,0.195825,-0.074854,-21.083969,18.227481,-24.30916,0.871741,0.303583,0.201134,35.566872,32.306086,29.973248,2
-0.859131,0.261743,0.178003,6.054962,-15.626718,-32.457252,0.872789,0.379715,0.186594,18.017191,20.364622,34.531565,2
-1.036914,0.057812,0.181567,18.691603,-0.961832,4.373282,1.047462,0.254494,0.19346,40.911557,36.736139,15.731215,2
-0.817285,0.224048,0.125757,-19.593893,6.30916,9.851145,0.823372,0.247102,0.185984,27.907252,36.758676,16.411621,2
-0.75896,0.202051,0.116431,-11.258015,15.008397,-10.262595,0.783224,0.307639,0.15087,29.019015,26.599335,14.898397,2
-1.021924,0.195557,-0.050806,-0.566412,33.591603,-13.667939,1.032632,0.224707,0.088662,14.506429,35.562409,16.531833,2
-1.217871,0.057471,-0.146069,-2.399237,-8.335115,2.78855,1.226886,0.098654,0.15394,13.062066,18.986562,24.718104,2
